
index,JNAME,P0,P1,F0,F1,DM,
3675,J1931+1952,0.501123,1.01e-16,1.995518,-4.014e-16,441.00,
3676,J1931+2333_P,0.003860,,259.067358,,58.30,
3677,J1931+30,0.582126,,1.717841,,53.75,
3678,J1931+42,,,,,50.90,
3679,J1931-0144,0.593661,2.93e-17,1.684462,-8.300e-17,38.30,
3680,J1932+1059,0.226519,1.16e-15,4.414642,-2.255e-14,3.18,
3681,J1932+1500,1.864332,4.59e-16,0.536385,-1.320e-16,90.50,
3682,J1932+1756,0.041831,4.32e-19,23.905551,-2.470e-16,53.19,
3683,J1932+1916,0.208218,9.32e-14,4.802667,-2.149e-12,,
3684,J1932+2020,0.268217,4.22e-15,3.728319,-5.862e-14,211.15,
3685,J1932+2121_P,0.014245,3.52e-19,70.201531,-1.737e-15,192.10,
3686,J1932+2126_P,,,,,126.00,
3687,J1932+2220,0.144470,5.76e-14,6.921864,-2.758e-12,218.90,
3688,J1932-3655,0.571421,2.87e-16,1.750024,-8.780e-16,59.74,
3689,J1933+0758,0.437454,2.18e-16,2.285953,-1.141e-15,165.02,
3690,J1933+0913_P,0.002940,,340.136054,,69.40,
3691,J1933+1304,0.928324,3.19e-16,1.077210,-3.702e-16,176.50,
3692,J1933+1454_P,1.346130,,0.742870,,204.80,
3693,J1933+1726,0.021507,4.90e-20,46.495984,-1.059e-16,156.90,
3694,J1933+1923_P,0.371730,,2.690125,,97.70,
3695,J1933+2037_P,0.798860,,1.251784,,100.00,
3696,J1933+2038_P,0.040750,,24.539877,,302.90,
3697,J1933+2225_P,0.307050,,3.256799,,70.40,
3698,J1933+2315_P,1.166700,,0.857118,,216.40,
3699,J1933+2401_P,,,,,185.00,
3700,J1933+2421,0.813690,8.11e-15,1.228969,-1.225e-14,106.03,
3701,J1933+5335,2.052574,1.26e-15,0.487193,-2.991e-16,33.54,
3702,J1933-6211,0.003543,3.87e-21,282.212313,-3.083e-16,11.51,
3703,J1934+1926,0.230984,2.68e-18,4.329296,-5.023e-17,99.10,
3704,J1934+2341_P,,,,,252.00,
3705,J1934+2352,0.178432,1.31e-13,5.604391,-4.105e-12,355.80,
3706,J1934+5219,0.568442,8.40e-17,1.759194,-2.600e-16,71.26,
3707,J1935+1159,1.939758,9.48e-16,0.515528,-2.519e-16,188.76,
3708,J1935+1616,0.358745,6.00e-15,2.787494,-4.664e-14,158.64,
3709,J1935+1726,0.004200,,238.089468,,61.60,
3710,J1935+1745,0.654408,3.78e-16,1.528098,-8.827e-16,214.60,
3711,J1935+1829,0.843548,2.32e-15,1.185469,-3.261e-15,343.90,
3712,J1935+1836_P,0.398500,,2.509410,,230.30,
3713,J1935+1841_P,5.529000,,0.180865,,290.00,
3714,J1935+1901_P,0.897000,,1.114827,,365.00,
3715,J1935+2025,0.080149,6.06e-14,12.476778,-9.431e-12,181.32,
3716,J1935+2154,3.245065,1.43e-11,0.308160,-1.360e-12,,
3717,J1935+2200,0.912006,9.19e-15,1.096484,-1.105e-14,293.68,
3718,J1936+13,0.004340,,230.414747,,168.00,
3719,J1936+1536,0.967338,4.04e-15,1.033764,-4.316e-15,165.00,
3720,J1936+18,0.058345,,17.139391,,125.90,
3721,J1936+1952_P,0.009720,,102.880658,,325.00,
3722,J1936+2035,0.032928,6.29e-20,30.369582,-5.800e-17,198.86,
3723,J1936+2036_P,0.032920,,30.376671,,198.80,
3724,J1936+2042,1.390727,5.29e-15,0.719049,-2.736e-15,195.11,
3725,J1936+21,0.642960,,1.555307,,262.40,
3726,J1936+217,0.031582,,31.663736,,75.00,
3727,J1937+1358_P,2.645370,,0.378019,,174.80,
3728,J1937+1505,2.872774,5.61e-15,0.348096,-6.800e-16,237.00,
3729,J1937+1658,0.003958,1.32e-20,252.674072,-8.429e-16,105.84,
3730,J1937+1912_P,0.005090,,196.463654,,345.50,
3731,J1937+1927_P,0.004040,,247.524752,,165.90,
3732,J1937+1941_P,0.166760,,5.996642,,333.80,
3733,J1937+2544,0.200980,6.43e-16,4.975614,-1.592e-14,53.22,
3734,J1937+2950,1.657429,3.48e-15,0.603344,-1.267e-15,113.99,
3735,J1937+34,1.749000,,0.571755,,98.00,
3736,J1937-00,0.240100,,4.164931,,68.02,
3737,J1938+0650,1.121562,5.68e-15,0.891614,-4.515e-15,70.80,
3738,J1938+14,2.902500,,0.344531,,75.00,
3739,J1938+1748_P,7.106000,,0.140726,,56.00,
3740,J1938+2010,0.687082,3.40e-15,1.455431,-7.200e-15,327.70,
3741,J1938+2012,0.002634,7.50e-22,379.631246,-1.081e-16,236.91,
3742,J1938+2213,0.166116,4.24e-14,6.019905,-1.538e-12,93.00,
3743,J1938+2248_P,0.793920,,1.259573,,128.40,
3744,J1938+2301_P,0.655070,,1.526554,,398.90,
3745,J1938+2302_P,0.052762,3.96e-19,18.953122,-1.421e-16,303.37,
3746,J1938+2659,0.883332,3.23e-15,1.132077,-4.136e-15,191.20,
3747,J1938+6604,0.022259,1.95e-20,44.926049,-3.930e-17,41.24,
3748,J1938-0940,0.173867,2.97e-18,5.751537,-9.830e-17,44.47,
3749,J1939+10,2.311400,,0.432638,,74.00,
3750,J1939+1848_P,0.003360,,297.619048,,79.30,
3751,J1939+2134,0.001558,1.05e-19,641.928222,-4.331e-14,71.02,
3752,J1939+2352_P,2.145340,,0.466127,,415.50,
3753,J1939+2425_P,0.005780,,173.010381,,186.90,
3754,J1939+2449,0.645302,1.83e-14,1.549661,-4.388e-14,142.88,
3755,J1939+2452_P,2.402530,,0.416228,,240.50,
3756,J1939+2609,0.466963,5.20e-18,2.141499,-2.385e-17,47.30,
3757,J1940+0239,1.232240,,0.811530,,87.20,
3758,J1940+14,1.279000,,0.781861,,70.00,
3759,J1940+1754_P,0.002440,,409.836066,,193.00,
3760,J1940+2102_P,0.030050,,33.277870,,76.20,
3761,J1940+2203_P,11.906000,,0.083991,,59.00,
3762,J1940+2231_P,5.682000,,0.175994,,198.00,
3763,J1940+2245,0.258912,1.27e-14,3.862316,-1.896e-13,222.40,
3764,J1940+2337,0.546824,7.68e-14,1.828741,-2.568e-13,252.10,
3765,J1940+26,0.004814,,207.747779,,171.64,
3766,J1940-0902,0.978468,1.88e-15,1.022006,-1.963e-15,42.30,
3767,J1940-24,0.098200,,10.183299,,53.40,
3768,J1940-2403,1.855276,,0.539003,,63.30,
3769,J1941+0121,0.217317,1.91e-16,4.601563,-4.051e-15,51.87,
3770,J1941+1026,0.905394,9.96e-16,1.104492,-1.215e-15,138.91,
3771,J1941+1341,0.559084,1.24e-15,1.788640,-3.963e-15,147.90,
3772,J1941+2230_P,3.551570,,0.281566,,40.00,
3773,J1941+2525,2.306153,1.61e-13,0.433623,-3.024e-14,314.40,
3774,J1941+2541_P,1.054750,,0.948092,,122.50,
3775,J1941+4320,0.840906,1.15e-15,1.189193,-1.622e-15,79.36,
3776,J1941-2602,0.402858,9.56e-16,2.482265,-5.891e-15,50.09,
3777,J1942+0147,1.405040,,0.711724,,133.30,
3778,J1942+1743,0.696262,1.01e-16,1.436241,-2.083e-16,190.00,
3779,J1942+2029_P,0.044560,,22.441652,,139.30,
3780,J1942+2604_P,2.641910,,0.378514,,161.00,
3781,J1942+3941,1.353291,7.14e-17,0.738939,-3.900e-17,104.50,
3782,J1942+8106,0.203558,3.69e-17,4.912594,-8.900e-16,40.24,
3783,J1942-2019,0.275133,1.23e-17,3.634609,-1.630e-16,59.90,
3784,J1943+0609,0.446227,4.67e-16,2.241014,-2.347e-15,70.66,
3785,J1943+2115_P,1.859030,,0.537915,,162.80,
3786,J1943+2205_P,0.004680,,213.675214,,211.20,
3787,J1943+2206,0.004682,1.75e-22,213.598934,-8.000e-18,211.10,
3788,J1943+2210,0.005084,8.79e-21,196.688796,-3.400e-16,174.09,
3789,J1943+2210_P,0.012870,,77.700078,,110.70,
3790,J1943+2446_P,0.005590,,178.890877,,237.40,
3791,J1943+2608_P,0.635620,,1.573267,,118.40,
3792,J1943+2700_P,2.478910,,0.403403,,187.40,
3793,J1943+2847_P,0.006300,,158.730159,,191.60,
3794,J1943+5815,1.270847,4.09e-16,0.786877,-2.534e-16,71.00,
3795,J1943-1237,0.972430,1.66e-15,1.028351,-1.751e-15,28.92,
3796,J1944+0907,0.005185,1.73e-20,192.856521,-6.448e-16,24.36,
3797,J1944+1755,1.996899,7.30e-16,0.500776,-1.831e-16,175.00,
3798,J1944+1934_P,3.445320,,0.290249,,241.40,
3799,J1944+2236,0.003618,7.46e-21,276.396328,-5.700e-16,185.45,
3800,J1944-10,0.409135,,2.444181,,31.01,
3801,J1944-1750,0.841158,9.86e-16,1.188838,-1.394e-15,56.32,
3802,J1945+07,1.073900,,0.931185,,62.00,
3803,J1945+1211,4.756796,3.78e-15,0.210226,-1.670e-16,92.70,
3804,J1945+1834,1.068708,2.42e-16,0.935710,-2.119e-16,217.70,
3805,J1945+2011_P,0.503070,,1.987795,,39.30,
3806,J1945+2410_P,2.377590,,0.420594,,478.40,
3807,J1945+2706_P,0.819150,,1.220778,,213.10,
3808,J1945+2716_P,2.398030,,0.417009,,94.90,
3809,J1945-0040,1.045633,5.35e-16,0.956359,-4.890e-16,59.11,
3810,J1946+0904_P,0.025772,2.39e-21,38.801409,-3.600e-18,37.19,
3811,J1946+14,2.282440,,0.438128,,50.30,
3812,J1946+1805,0.440618,2.41e-17,2.269537,-1.241e-16,16.14,
3813,J1946+2052,0.016960,9.20e-19,58.961655,-3.200e-15,93.97,
3814,J1946+2244,1.334450,8.89e-16,0.749372,-4.992e-16,141.50,
3815,J1946+24,4.729000,,0.211461,,96.00,
3816,J1946+2433_P,0.008570,,116.686114,,275.20,
3817,J1946+2535,0.515167,5.64e-15,1.941118,-2.125e-14,248.81,
3818,J1946+2611,0.435060,2.20e-14,2.298532,-1.161e-13,165.00,
3819,J1946+2757_P,0.743030,,1.345841,,458.00,
3820,J1946+3417,0.003170,3.16e-21,315.443564,-3.148e-16,110.20,
3821,J1946-09,0.091200,,10.964912,,50.63,
3822,J1946-1312,0.983733,3.97e-15,1.016536,-4.107e-15,62.76,
3823,J1946-2913,0.959449,1.49e-15,1.042265,-1.617e-15,44.39,
3824,J1946-5403,0.002710,,369.003690,,23.73,
3825,J1947+0915,1.480744,4.78e-16,0.675336,-2.180e-16,94.00,
3826,J1947+10,1.110944,,0.900135,,128.76,
3827,J1947+1957,0.157509,5.23e-16,6.348862,-2.106e-14,185.80,
3828,J1947+2011_P,0.008178,2.32e-20,122.285986,-3.464e-16,127.50,
3829,J1947+2304_P,0.010900,,91.743119,,321.00,
3830,J1947-1120,0.002240,,446.407755,,50.85,
3831,J1947-18,0.002603,,384.138167,,25.00,
3832,J1947-4215,1.798069,,0.556152,,35.00,
3833,J1947-43,0.180940,,5.526694,,29.90,
3834,J1948+06,1.325000,,0.754717,,61.00,
3835,J1948+1801_P,0.536240,,1.864837,,265.10,
3836,J1948+1808,0.394354,2.27e-16,2.535790,-1.460e-15,256.16,
3837,J1948+2314_P,1.471000,,0.679810,,184.00,
3838,J1948+2333,0.528352,1.36e-14,1.892677,-4.864e-14,198.20,
3839,J1948+2428_P,1.333950,,0.749653,,361.50,
3840,J1948+2438_P,1.903000,,0.525486,,450.00,
3841,J1948+2551,0.196627,9.02e-15,5.085776,-2.334e-13,289.27,
3842,J1948+2819,0.932693,6.13e-14,1.072164,-7.042e-14,303.00,
3843,J1948+3540,0.717311,7.06e-15,1.394095,-1.372e-14,129.37,
3844,J1948-27,0.332000,,3.012048,,57.85,
3845,J1948-2730,0.331631,2.86e-17,3.015397,-2.600e-16,57.80,
3846,J1949+2306,1.319373,1.23e-16,0.757936,-7.072e-17,196.30,
3847,J1949+2516_P,0.410340,,2.437003,,425.70,
3848,J1949+2731_P,0.847140,,1.180442,,190.40,
3849,J1949+3106,0.013138,9.39e-20,76.114025,-5.441e-16,164.13,
3850,J1949+3426,0.388539,2.02e-16,2.573743,-1.339e-15,228.20,
3851,J1949-2524,0.957620,3.27e-15,1.044256,-3.566e-15,23.14,
3852,J1950+05,0.455934,,2.193300,,71.00,
3853,J1950+2352_P,0.319760,,3.127346,,342.50,
3854,J1950+2414,0.004305,1.88e-20,232.300152,-1.015e-15,142.08,
3855,J1950+2556_P,2.038640,,0.490523,,420.40,
3856,J1950+2728_P,1.670430,,0.598648,,226.60,
3857,J1950+3001,2.788918,1.49e-13,0.358562,-1.916e-14,249.00,
3858,J1951+1123,5.094083,3.03e-15,0.196306,-1.168e-16,31.29,
3859,J1951+2329_P,1.826100,,0.547615,,260.00,
3860,J1951+2352_P,0.048390,,20.665427,,259.20,
3861,J1951+2528_P,0.002310,,432.900433,,205.10,
3862,J1951+2857_P,1.625380,,0.615241,,208.30,
3863,J1951+4724,0.181928,3.01e-14,5.496692,-9.102e-13,104.35,
3864,J1952+1410,0.275026,1.28e-16,3.636024,-1.694e-15,31.50,
3865,J1952+2513,1.077647,1.06e-15,0.927947,-9.169e-16,246.90,
3866,J1952+2630,0.020732,4.27e-18,48.233775,-9.938e-15,315.32,
3867,J1952+2702_P,0.004140,,241.545894,,213.10,
3868,J1952+2818_P,0.003090,,323.624595,,250.20,
3869,J1952+2836_P,0.018020,,55.493896,,313.00,
3870,J1952+2837,0.018021,2.11e-19,55.490993,-6.507e-16,313.11,
3871,J1952+3021,1.665665,1.08e-14,0.600361,-3.902e-15,189.10,
3872,J1952+3252,0.039531,5.84e-15,25.296479,-3.740e-12,45.01,
3873,J1953+1006_P,0.002590,,386.100386,,57.20,
3874,J1953+1149,0.851890,2.86e-15,1.173860,-3.948e-15,140.03,
3875,J1953+1844,0.004444,2.19e-20,225.018405,-1.110e-15,113.10,
3876,J1953+1846A,0.004888,4.86e-20,204.570065,-2.034e-15,117.33,
3877,J1953+1846B,0.079899,1.01e-18,12.515752,-1.578e-16,119.17,
3878,J1953+1846C,0.028933,4.03e-20,34.562851,-4.820e-17,117.55,
3879,J1953+1846D,0.100679,8.01e-20,9.932556,-7.900e-18,118.40,
3880,J1953+1846E,0.004444,2.22e-20,225.018405,-1.122e-15,113.10,
3881,J1953+2732,1.333965,1.77e-15,0.749645,-9.964e-16,194.20,
3882,J1953+2819,1.011002,2.14e-15,0.989117,-2.095e-15,199.00,
3883,J1953+30,1.271200,,0.786658,,43.61,
3884,J1953+3303_P,0.712890,,1.402741,,290.70,
3885,J1954+1021,2.099440,1.73e-15,0.476317,-3.936e-16,80.87,
3886,J1954+2407,0.193405,1.06e-15,5.170509,-2.824e-14,80.50,
3887,J1954+2529,0.931210,1.26e-15,1.073872,-1.452e-15,182.70,
3888,J1954+2732_P,0.737750,,1.355473,,228.50,
3889,J1954+2833_P,0.027210,,36.751194,,37.00,
3890,J1954+2836,0.092709,2.12e-14,10.786433,-2.462e-12,,
3891,J1954+2923,0.426677,1.71e-18,2.343694,-9.396e-18,7.93,
3892,J1954+3852,0.352933,6.60e-15,2.833395,-5.298e-14,65.36,
3893,J1954+4347,1.387041,2.20e-15,0.720959,-1.146e-15,130.31,
3894,J1954+4357,1.387041,2.20e-15,0.720959,-1.145e-15,130.30,
3895,J1955+2527,0.004873,9.12e-21,205.222255,-3.840e-16,209.96,
3896,J1955+2857_P,0.188890,,5.294087,,197.20,
3897,J1955+2908,0.006133,2.97e-20,163.047913,-7.906e-16,104.49,
3898,J1955+2912_P,0.279510,,3.577690,,193.00,
3899,J1955+2930,1.073878,3.36e-15,0.931205,-2.911e-15,212.40,
3900,J1955+3114_P,0.003360,,297.619048,,117.20,
3901,J1955+5059,0.518938,1.37e-15,1.927013,-5.096e-15,31.98,
3902,J1955+6708,0.008565,1.26e-20,116.748695,-1.717e-16,57.15,
3903,J1955-0907,0.484000,,2.066116,,72.00,
3904,J1956+07,5.012480,,0.199502,,61.30,
3905,J1956+0838,0.303911,2.26e-16,3.290436,-2.450e-15,67.09,
3906,J1956+2826_P,0.071790,,13.929517,,112.00,
3907,J1956+2911_P,3.816000,,0.262055,,265.00,
3908,J1956-2752,0.260014,,3.845941,,45.69,
3909,J1957+2516,0.003962,2.74e-20,252.419737,-1.748e-15,44.14,
3910,J1957+2711_P,0.023370,,42.789902,,210.40,
3911,J1957+2754_P,0.003310,,302.114804,,233.70,
3912,J1957+2831,0.307683,3.11e-15,3.250100,-3.285e-14,138.99,
3913,J1957+5033,0.374807,7.08e-15,2.668042,-5.043e-14,,
3914,J1957-0002,0.965096,8.05e-16,1.036166,-8.643e-16,38.44,
3915,J1958+2846,0.290389,2.12e-13,3.443654,-2.514e-12,,
3916,J1958+3033,1.098581,6.46e-15,0.910265,-5.351e-15,201.90,
3917,J1958+3156_P,5.564720,,0.179704,,401.20,
3918,J1958+56,0.311800,,3.207184,,58.10,
3919,J1959+2048,0.001607,1.69e-20,622.122031,-6.522e-15,29.11,
3920,J1959+2758_P,0.005150,,194.174757,,142.80,
3921,J1959+3036_P,2.888460,,0.346205,,174.90,
3922,J1959+3141_P,0.514530,,1.943521,,340.60,
3923,J1959+3620,0.406081,3.60e-17,2.462562,-2.183e-16,273.00,
3924,J2000+04,0.777000,,1.287001,,60.00,
3925,J2000+22,1.050500,,0.951928,,86.00,
3926,J2000+2806_P,0.729860,,1.370126,,225.50,
3927,J2000+2920,3.073783,3.74e-14,0.325332,-3.962e-15,132.30,
3928,J2000+3157_P,0.003500,,285.714286,,270.00,
3929,J2000+3207_P,0.388440,,2.574400,,374.90,
3930,J2001+0701,0.006820,1.44e-20,146.628457,-3.092e-16,63.31,
3931,J2001+2856_P,1.445550,,0.691778,,233.10,
3932,J2001+4209_P,,,,,153.00,
3933,J2001+4258,0.719166,1.73e-14,1.390499,-3.350e-14,54.93,
3934,J2001-0349,1.344724,1.12e-16,0.743647,-6.200e-17,67.00,
3935,J2002+1637,0.276497,2.25e-16,3.616669,-2.943e-15,94.58,
3936,J2002+30,0.421794,,2.370826,,187.80,
3937,J2002+3217,0.696761,1.05e-13,1.435213,-2.166e-13,142.21,
3938,J2002+4050,0.905067,1.74e-15,1.104891,-2.123e-15,131.49,
3939,J2003+2916,1.009877,3.41e-16,0.990220,-3.344e-16,209.50,
3940,J2003+3032_P,0.001790,,558.659218,,164.40,
3941,J2003+3600_P,0.478140,,2.091438,,293.10,
3942,J2004+2653,0.665879,5.67e-17,1.501775,-1.279e-16,160.00,
3943,J2004+3003_P,0.080740,,12.385435,,124.30,
3944,J2004+3137,2.111265,7.46e-14,0.473650,-1.672e-14,234.82,
3945,J2004+3304_P,1.193370,,0.837963,,410.10,
3946,J2004+3429,0.240953,2.07e-13,4.150193,-3.562e-12,351.00,
3947,J2005+3154_P,0.749840,,1.333618,,225.00,
3948,J2005+3156_P,2.146000,,0.465983,,337.00,
3949,J2005+3411_P,0.651050,,1.535980,,489.00,
3950,J2005+3547,0.615034,2.81e-16,1.625927,-7.423e-16,401.60,
3951,J2005+3552,0.307943,2.99e-15,3.247355,-3.153e-14,455.00,
3952,J2005-0020,2.279680,2.57e-14,0.438658,-4.938e-15,36.09,
3953,J2006+0148,0.002164,3.30e-21,462.201872,-7.060e-16,43.58,
3954,J2006+22,1.741900,,0.574086,,130.56,
3955,J2006+3102,0.163695,2.49e-14,6.108913,-9.282e-13,107.16,
3956,J2006+4058,0.499695,2.84e-16,2.001221,-1.138e-15,259.50,
3957,J2006-0807,0.580871,4.60e-17,1.721552,-1.364e-16,32.39,
3958,J2007+0809,0.325724,1.37e-16,3.070080,-1.291e-15,53.39,
3959,J2007+0910,0.458735,3.32e-16,2.179909,-1.580e-15,48.73,
3960,J2007+20,4.634000,,0.215796,,67.00,
3961,J2007+2722,0.024497,9.61e-19,40.820678,-1.602e-15,126.78,
3962,J2007+3120,0.608205,1.56e-14,1.644182,-4.218e-14,191.50,
3963,J2007+3343_P,0.002680,,373.134328,,217.20,
3964,J2008+2513,0.589196,5.40e-15,1.697230,-1.554e-14,60.56,
3965,J2008+2755_P,1.519260,,0.658215,,155.10,
3966,J2008+3139,0.226119,8.28e-17,4.422457,-1.619e-15,223.90,
3967,J2008+3758,4.352303,7.20e-16,0.229763,-3.800e-17,143.00,
3968,J2009+3122_P,0.076540,,13.065064,,144.10,
3969,J2009+3326,1.438369,1.47e-15,0.695232,-7.096e-16,263.60,
3970,J2010+2845,0.565369,9.07e-17,1.768755,-2.838e-16,112.47,
3971,J2010+3051,0.004816,4.87e-21,207.629361,-2.098e-16,133.76,
3972,J2010+31,1.551540,,0.644521,,252.00,
3973,J2010+3230,1.442448,3.62e-15,0.693266,-1.738e-15,371.80,
3974,J2010-1323,0.005223,4.83e-21,191.450912,-1.769e-16,22.16,
3975,J2011+3006_P,2.505660,,0.399096,,14.00,
3976,J2011+3331,0.931733,1.79e-15,1.073269,-2.057e-15,298.58,
3977,J2011+3520_P,0.943220,,1.060198,,438.10,
3978,J2012-2029,0.544002,5.48e-16,1.838229,-1.850e-15,37.67,
3979,J2013+3058,0.276028,1.52e-16,3.622825,-1.994e-15,148.70,
3980,J2013+3100_P,0.368550,,2.713336,,158.40,
3981,J2013+3845,0.230194,8.85e-15,4.344169,-1.670e-13,238.22,
3982,J2013-0649,0.580187,6.01e-16,1.723581,-1.785e-15,63.36,
3983,J2014+10,1.140000,,0.877193,,74.00,
3984,J2014+3326_P,0.977000,,1.023541,,333.00,
3985,J2015+0756,0.004328,6.67e-21,231.054461,-3.560e-16,36.44,
3986,J2015+2524,2.303299,5.10e-16,0.434160,-9.613e-17,11.00,
3987,J2015+27,0.308100,,3.245699,,55.00,
3988,J2015+3404_P,0.004280,,233.644860,,208.00,
3989,J2015+3423_P,0.784650,,1.274454,,219.10,
3990,J2015+3524_P,0.457520,,2.185697,,227.90,
3991,J2016+1948,0.064940,4.01e-19,15.398738,-9.500e-17,33.81,
3992,J2016+3318_P,2.178350,,0.459063,,382.30,
3993,J2016+3711,0.050809,7.25e-14,19.681654,-2.807e-11,428.00,
3994,J2016+3820,0.230998,,4.329043,,198.40,
3995,J2016+4231,1.243759,,0.804014,,222.00,
3996,J2017+0603,0.002896,7.99e-21,345.278136,-9.529e-16,23.92,
3997,J2017+1933_P,0.314850,,3.176116,,77.60,
3998,J2017+2043,0.537143,9.96e-16,1.861701,-3.451e-15,60.49,
3999,J2017+2819,1.832559,3.58e-16,0.545685,-1.066e-16,66.00,
4000,J2017+3625,0.166749,1.36e-15,5.997031,-4.891e-14,,
4001,J2017+5906,0.403478,2.22e-16,2.478448,-1.361e-15,60.28,
4002,J2017-0414,0.040600,,24.630542,,30.85,
4003,J2017-1614,0.002314,2.45e-21,432.098476,-4.574e-16,25.44,
4004,J2017-2737,0.224524,6.10e-15,4.453874,-1.210e-13,25.82,
4005,J2018+2839,0.557953,1.48e-16,1.792264,-4.757e-16,14.20,
4006,J2018+3418_P,2.191600,,0.456288,,317.10,
4007,J2018+3431,0.387664,1.84e-15,2.579553,-1.222e-14,222.35,
4008,J2018+3518_P,0.031316,3.92e-19,31.932335,-4.000e-16,266.99,
4009,J2018-0414,0.040612,1.23e-19,24.623137,-7.460e-17,30.91,
4010,J2019+2425,0.003935,7.02e-21,254.160346,-4.537e-16,17.20,
4011,J2019+3718_P,0.505200,,1.979414,,461.60,
4012,J2019+3810,0.525240,,1.903892,,495.00,
4013,J2019+72,0.219000,,4.566210,,34.88,
4014,J2021+3651,0.103741,9.57e-14,9.639395,-8.894e-12,367.50,
4015,J2021+3740_P,0.548090,,1.824518,,201.30,
4016,J2021+4024_P,0.370540,,2.698764,,680.50,
4017,J2021+4026,0.265318,5.47e-14,3.769067,-7.768e-13,,
4018,J2022+21,0.803500,,1.244555,,73.52,
4019,J2022+2534,0.002646,6.16e-21,377.938124,-8.800e-16,53.66,
4020,J2022+2854,0.343402,1.89e-15,2.912038,-1.606e-14,24.63,
4021,J2022+3812_P,0.293750,,3.404255,,460.00,
4022,J2022+3842,0.048579,8.61e-14,20.585120,-3.648e-11,429.10,
4023,J2022+3845_P,1.008900,,0.991179,,487.50,
4024,J2022+5154,0.529197,3.06e-15,1.889656,-1.094e-14,22.55,
4025,J2023+0937,1.604738,7.44e-16,0.623155,-2.890e-16,61.80,
4026,J2023+2853_P,0.011330,,88.261253,,22.74,
4027,J2023+5037,0.372619,2.51e-15,2.683706,-1.809e-14,32.99,
4028,J2024+3751_P,0.211640,,4.725005,,446.60,
4029,J2024+48,1.262000,,0.792393,,99.00,
4030,J2026+3656_P,1.785520,,0.560061,,280.70,
4031,J2027+0255,0.010596,5.27e-20,94.379513,-4.694e-16,51.13,
4032,J2027+2146,0.398173,2.03e-16,2.511471,-1.279e-15,97.09,
4033,J2027+2837_P,0.004790,,208.768267,,131.90,
4034,J2027+4557,1.099651,3.09e-16,0.909379,-2.559e-16,229.59,
4035,J2027+7502,0.515219,8.89e-16,1.940924,-3.350e-15,11.42,
4036,J2028+3332,0.176707,4.86e-15,5.659072,-1.556e-13,,
4037,J2029+34,1.819400,,0.549632,,97.00,
4038,J2029+3434_P,1.808820,,0.552847,,72.90,
4039,J2029+3744,1.216805,1.23e-14,0.821825,-8.321e-15,190.66,
4040,J2029+4453_P,1.361370,,0.734554,,333.20,
4041,J2029+5459,0.578909,2.26e-15,1.727387,-6.730e-15,59.75,
4042,J2030+2228,0.630513,8.85e-16,1.586011,-2.227e-15,71.86,
4043,J2030+3641,0.200129,6.50e-15,4.996769,-1.623e-13,246.00,
4044,J2030+3818_P,0.133720,,7.478313,,596.70,
4045,J2030+3833_P,,,,,417.00,
4046,J2030+3929_P,1.718420,,0.581930,,491.90,
4047,J2030+3944_P,0.306180,,3.266053,,937.40,
4048,J2030+4415,0.227070,6.48e-15,4.403925,-1.258e-13,,
4049,J2030+55,0.579000,,1.727116,,59.43,
4050,J2031+34,1.819000,,0.549753,,105.00,
4051,J2031-1254,0.005788,6.02e-21,172.760570,-1.796e-16,22.94,
4052,J2032+0701,0.409576,1.59e-16,2.441547,-9.473e-16,73.79,
4053,J2032+4055_P,0.048740,,20.517029,,372.40,
4054,J2032+4127,0.143246,1.13e-14,6.980975,-5.510e-13,114.67,
4055,J2033+0042,5.013400,9.69e-15,0.199465,-3.856e-16,37.84,
4056,J2033+1734,0.005949,1.11e-20,168.096678,-3.150e-16,25.07,
4057,J2033-1938,1.281719,4.55e-16,0.780202,-2.770e-16,23.47,
4058,J2034+3632,0.003650,1.72e-21,273.950000,-1.290e-16,,
4059,J2035+3538,0.479980,,2.083420,,219.00,
4060,J2035+3655,0.024565,1.24e-18,40.708379,-2.056e-15,136.79,
4061,J2036+2835,1.358727,2.09e-15,0.735983,-1.132e-15,84.22,
4062,J2036+3506_P,1.370920,,0.729437,,108.40,
4063,J2036+6646,0.501927,9.40e-16,1.992321,-3.731e-15,50.76,
4064,J2037+1942,2.074379,2.04e-15,0.482072,-4.737e-16,36.89,
4065,J2037+3621,0.618715,4.50e-15,1.616253,-1.176e-14,93.56,
4066,J2038+3447,0.160165,9.00e-19,6.243567,-3.510e-17,57.93,
4067,J2038+35,0.160000,,6.250000,,57.91,
4068,J2038+5319,1.424568,9.44e-16,0.701967,-4.653e-16,160.20,
4069,J2038-3816,1.577290,4.16e-15,0.633999,-1.673e-15,33.96,
4070,J2039-3616,0.003275,8.41e-21,305.339638,-7.845e-16,23.96,
4071,J2039-5617,0.002651,1.42e-20,377.229363,-2.016e-15,24.57,
4072,J2040+1657,0.865606,5.95e-16,1.155260,-7.940e-16,50.69,
4073,J2040+20,0.290500,,3.442341,,31.00,
4074,J2040-21,0.563000,,1.776199,,23.87,
4075,J2040-2156,0.562575,1.31e-16,1.777540,-4.150e-16,23.75,
4076,J2041+3934_P,0.379950,,2.631925,,410.00,
4077,J2041+4551,1.159812,2.11e-14,0.862209,-1.570e-14,310.00,
4078,J2042+0246,0.004534,1.40e-20,220.569096,-6.826e-16,9.27,
4079,J2042+4353_P,0.016020,,62.421973,,292.60,
