
index,JNAME,P0,P1,F0,F1,DM,
3269,J1907+0833,0.167628,3.70e-15,5.965605,-1.315e-13,511.68,
3270,J1907+0859,1.527042,5.54e-15,0.654861,-2.378e-15,190.00,
3271,J1907+0918,0.226107,9.43e-14,4.422683,-1.844e-12,357.80,
3272,J1907+0919,5.198346,9.20e-11,0.192369,-3.405e-12,,
3273,J1907+1149,1.420160,1.60e-13,0.704146,-7.923e-14,202.80,
3274,J1907+1247,0.827097,1.95e-15,1.209047,-2.848e-15,257.00,
3275,J1907+4002,1.235757,5.41e-16,0.809220,-3.541e-16,30.97,
3276,J1907+57,0.424000,,2.358491,,54.63,
3277,J1907-0119_P,0.058990,,16.952026,,154.80,
3278,J1907-1018,1.765776,7.39e-15,0.566323,-2.369e-15,90.99,
3279,J1907-1532,0.632235,3.08e-15,1.581690,-7.715e-15,72.60,
3280,J1908+0002_P,1.300000,,0.769231,,76.80,
3281,J1908+0029_P,0.003420,,292.397661,,165.30,
3282,J1908+0053_P,0.552900,,1.808645,,210.40,
3283,J1908+0128,0.004702,5.27e-20,212.660791,-2.383e-15,75.06,
3284,J1908+0136_P,1.104130,,0.905690,,310.40,
3285,J1908+0233_P,0.969160,,1.031821,,237.80,
3286,J1908+0457,0.846793,9.80e-16,1.180926,-1.367e-15,360.00,
3287,J1908+0457_P,0.976470,,1.024097,,356.70,
3288,J1908+0500,0.291023,2.59e-15,3.436155,-3.061e-14,201.24,
3289,J1908+0558,0.168678,2.28e-15,5.928471,-8.012e-14,457.70,
3290,J1908+0704_P,0.001990,,502.512563,,41.40,
3291,J1908+0705_P,0.001991,,502.368668,,41.40,
3292,J1908+0734,0.212353,8.22e-16,4.709149,-1.822e-14,11.10,
3293,J1908+0811_P,0.181640,,5.505395,,300.10,
3294,J1908+0833,0.512111,1.99e-15,1.952703,-7.577e-15,700.00,
3295,J1908+0839,0.185397,2.39e-15,5.393823,-6.943e-14,512.00,
3296,J1908+0909,0.336578,3.48e-14,2.971076,-3.075e-13,466.02,
3297,J1908+0911_P,5.166000,,0.193573,,132.00,
3298,J1908+0916,0.830270,8.42e-17,1.204427,-1.221e-16,250.41,
3299,J1908+0949_P,0.009050,,110.497238,,220.30,
3300,J1908+1035_P,0.010690,,93.545370,,10.90,
3301,J1908+1036,0.010690,1.57e-20,93.543660,-1.376e-16,10.91,
3302,J1908+1351,3.174832,3.70e-15,0.314977,-3.671e-16,180.59,
3303,J1908+2105,0.002564,1.38e-20,389.955880,-2.104e-15,61.91,
3304,J1908+2351,0.377578,1.70e-17,2.648459,-1.192e-16,101.69,
3305,J1908-0022_P,0.472510,,2.116357,,174.30,
3306,J1909+0007,1.016953,5.52e-15,0.983329,-5.336e-15,112.76,
3307,J1909+0137_P,1.881420,,0.531513,,330.70,
3308,J1909+0157_P,0.502580,,1.989733,,249.10,
3309,J1909+0254,0.989836,5.53e-15,1.010269,-5.639e-15,171.73,
3310,J1909+0310_P,1.972050,,0.507087,,111.00,
3311,J1909+0423_P,0.511580,,1.954728,,254.90,
3312,J1909+0616,0.755993,2.06e-14,1.322764,-3.601e-14,352.00,
3313,J1909+0641,0.741762,3.22e-15,1.348141,-5.859e-15,36.70,
3314,J1909+0651_P,0.578070,,1.729894,,33.60,
3315,J1909+0657_P,1.245890,,0.802639,,59.90,
3316,J1909+0749,0.237161,1.52e-13,4.216540,-2.701e-12,539.36,
3317,J1909+0905_P,1.494880,,0.668950,,250.60,
3318,J1909+0912,0.222972,3.59e-14,4.484866,-7.226e-13,423.05,
3319,J1909+0930_P,2.020780,,0.494858,,479.60,
3320,J1909+1102,0.283643,2.64e-15,3.525564,-3.282e-14,149.82,
3321,J1909+1132_P,0.006800,,147.058824,,276.10,
3322,J1909+1148,0.448945,7.25e-17,2.227442,-3.597e-16,199.80,
3323,J1909+1205,1.229312,3.40e-15,0.813463,-2.250e-15,302.50,
3324,J1909+1338_P,3.864820,,0.258744,,234.60,
3325,J1909+1450,0.996108,2.19e-16,1.003907,-2.207e-16,119.50,
3326,J1909+1859,0.542451,9.70e-17,1.843484,-3.296e-16,64.52,
3327,J1909-3744,0.002947,1.40e-20,339.315687,-1.615e-15,10.39,
3328,J1910+0130_P,0.005640,,177.304965,,118.40,
3329,J1910+0225,0.337855,2.61e-16,2.959850,-2.289e-15,209.63,
3330,J1910+0358,2.330266,4.47e-15,0.429135,-8.234e-16,83.87,
3331,J1910+0423_P,0.093240,,10.725011,,339.90,
3332,J1910+0435,0.664679,1.72e-14,1.504485,-3.901e-14,297.00,
3333,J1910+0517,0.308048,7.53e-16,3.246246,-7.934e-15,307.10,
3334,J1910+0534,0.452867,1.92e-15,2.208152,-9.380e-15,484.00,
3335,J1910+0710,0.538647,2.05e-16,1.856504,-7.066e-16,254.10,
3336,J1910+0714,2.712428,6.13e-15,0.368673,-8.333e-16,124.47,
3337,J1910+0728,0.325421,8.31e-15,3.072947,-7.846e-14,283.96,
3338,J1910+1017,0.411159,5.42e-15,2.432150,-3.203e-14,633.83,
3339,J1910+1026,0.531493,2.57e-13,1.881492,-9.100e-13,712.80,
3340,J1910+1054_P,0.003870,,258.397933,,139.40,
3341,J1910+1117_P,1.321520,,0.756704,,296.50,
3342,J1910+1231,1.441749,8.23e-15,0.693602,-3.959e-15,258.42,
3343,J1910+1256,0.004984,9.68e-21,200.658805,-3.897e-16,38.07,
3344,J1910+56,0.341900,,2.924832,,20.75,
3345,J1910-0018_P,2.063560,,0.484599,,110.10,
3346,J1910-0112,1.360603,1.78e-16,0.734968,-9.600e-17,178.00,
3347,J1910-0309,0.504606,2.19e-15,1.981743,-8.612e-15,205.40,
3348,J1910-0556,0.557609,5.96e-16,1.793371,-1.917e-15,88.30,
3349,J1910-5320,0.002332,3.70e-20,428.749018,-6.800e-15,24.42,
3350,J1910-5959A,0.003266,-2.92e-21,306.167441,2.741e-16,33.70,
3351,J1910-5959B,0.008358,-7.90e-19,119.648733,1.132e-14,33.28,
3352,J1910-5959C,0.005277,2.16e-21,189.489871,-7.756e-17,33.21,
3353,J1910-5959D,0.009035,9.64e-19,110.677192,-1.181e-14,33.28,
3354,J1910-5959E,0.004572,-4.34e-19,218.733858,2.078e-14,33.31,
3355,J1910-5959F,0.008485,7.41e-19,117.848178,-1.029e-14,33.20,
3356,J1911+00,6.940000,,0.144092,,100.00,
3357,J1911+0101A,0.003619,-6.58e-21,276.355755,5.025e-16,202.68,
3358,J1911+0101B,0.005384,-2.00e-21,185.724277,6.899e-17,196.69,
3359,J1911+0305_P,0.005860,,170.648464,,147.00,
3360,J1911+0310_P,1.333000,,0.750188,,167.70,
3361,J1911+0314_P,0.531160,,1.882672,,167.30,
3362,J1911+0329_P,0.058230,,17.173278,,210.10,
3363,J1911+0751_P,0.796910,,1.254847,,220.70,
3364,J1911+0906_P,16.925900,,0.059081,,24.30,
3365,J1911+0921,0.273707,1.75e-17,3.653545,-2.337e-16,340.10,
3366,J1911+0925,0.323858,3.55e-15,3.087777,-3.383e-14,486.60,
3367,J1911+0939_P,0.365470,,2.736203,,597.30,
3368,J1911+1017_P,1.337000,,0.747943,,162.00,
3369,J1911+1051,0.190873,1.22e-14,5.239090,-3.339e-13,445.21,
3370,J1911+1206_P,0.003440,,290.697674,,181.70,
3371,J1911+1252_P,0.027240,,36.710720,,68.80,
3372,J1911+1253,0.027239,4.33e-20,36.712466,-5.830e-17,68.69,
3373,J1911+1301,1.010462,1.89e-15,0.989647,-1.851e-15,389.00,
3374,J1911+1336,0.299992,1.59e-16,3.333422,-1.762e-15,323.95,
3375,J1911+1347,0.004626,1.69e-20,216.171231,-7.909e-16,30.98,
3376,J1911+1440_P,0.582470,,1.716827,,87.20,
3377,J1911+1525_P,3.282490,,0.304647,,299.80,
3378,J1911+1758,0.460406,1.31e-17,2.171997,-6.180e-17,48.98,
3379,J1911-0129_P,1.126810,,0.887461,,204.80,
3380,J1911-1114,0.003626,1.39e-20,275.805338,-1.061e-15,30.97,
3381,J1912+0735_P,3.685070,,0.271365,,160.40,
3382,J1912+0934_P,0.897470,,1.114243,,143.80,
3383,J1912+1000_P,3.053000,,0.327547,,147.00,
3384,J1912+1036,0.409349,1.58e-14,2.442900,-9.406e-14,147.00,
3385,J1912+1105_P,0.670710,,1.490957,,150.40,
3386,J1912+1416,0.003166,8.06e-21,315.831889,-8.039e-16,66.67,
3387,J1912+1417_P,0.003170,,315.457413,,66.60,
3388,J1912+2104,2.232969,1.02e-14,0.447834,-2.041e-15,88.60,
3389,J1912+2525,0.621976,2.25e-16,1.607778,-5.816e-16,37.85,
3390,J1912-0952,0.025068,2.86e-20,39.891418,-4.550e-17,126.35,
3391,J1913+0153_P,0.003230,,309.597523,,114.30,
3392,J1913+0400_P,0.390530,,2.560623,,125.40,
3393,J1913+0446,1.616130,2.79e-13,0.618762,-1.068e-13,109.10,
3394,J1913+0453_P,0.006090,,164.203612,,297.00,
3395,J1913+0458_P,0.444790,,2.248252,,103.80,
3396,J1913+0523,0.661997,1.80e-15,1.510580,-4.100e-15,333.60,
3397,J1913+0618,0.005027,9.61e-21,198.931292,-3.804e-16,155.99,
3398,J1913+0655_P,0.754450,,1.325469,,256.80,
3399,J1913+0657,1.257181,2.83e-15,0.795430,-1.790e-15,142.00,
3400,J1913+0832,0.134412,4.57e-15,7.439810,-2.529e-13,355.90,
3401,J1913+0837_P,2.470460,,0.404783,,385.80,
3402,J1913+0904,0.163251,1.76e-14,6.125554,-6.612e-13,96.84,
3403,J1913+0936,1.241965,4.32e-16,0.805176,-2.801e-16,157.00,
3404,J1913+1000,0.837158,1.67e-14,1.194517,-2.386e-14,422.99,
3405,J1913+1011,0.035911,3.38e-15,27.846728,-2.622e-12,178.49,
3406,J1913+1037_P,0.434210,,2.303033,,437.00,
3407,J1913+1050,0.190067,1.95e-16,5.261300,-5.411e-15,231.10,
3408,J1913+1054_P,0.450620,,2.219165,,338.00,
3409,J1913+1058_P,,,,,175.90,
3410,J1913+1102,0.027285,1.61e-19,36.650165,-2.160e-16,338.96,
3411,J1913+11025,0.923872,3.40e-16,1.082401,-3.988e-16,626.00,
3412,J1913+1145,0.306072,5.01e-15,3.267203,-5.353e-14,643.47,
3413,J1913+1330,0.923391,8.68e-15,1.082964,-1.018e-14,175.64,
3414,J1913+1400,0.521473,8.05e-16,1.917643,-2.960e-15,145.05,
3415,J1913+3732,0.851079,1.38e-15,1.174979,-1.902e-15,72.33,
3416,J1913-0440,0.825940,4.07e-15,1.210741,-5.963e-15,89.39,
3417,J1914+0219,0.457527,1.02e-15,2.185663,-4.864e-15,235.43,
3418,J1914+0219_P,2.018190,,0.495493,,161.40,
3419,J1914+0625,0.878889,4.53e-16,1.137800,-5.866e-16,204.33,
3420,J1914+0631,0.693811,9.96e-18,1.441314,-2.070e-17,58.51,
3421,J1914+0659,0.018512,3.10e-20,54.019533,-9.046e-17,225.34,
3422,J1914+0805,0.455499,3.02e-17,2.195393,-1.456e-16,344.40,
3423,J1914+0838,0.440040,5.86e-16,2.272521,-3.028e-15,290.70,
3424,J1914+0905_P,0.617230,,1.620142,,296.70,
3425,J1914+1029_P,2.484990,,0.402416,,59.70,
3426,J1914+1053_P,,,,,108.00,
3427,J1914+1054_P,0.138870,,7.200979,,418.70,
3428,J1914+1122,0.600998,6.53e-16,1.663898,-1.809e-15,100.35,
3429,J1914+1228_P,2.277550,,0.439068,,312.00,
3430,J1914+1428,1.159520,2.18e-15,0.862426,-1.622e-15,220.90,
3431,J1914+2636,0.459114,5.90e-18,2.178107,-2.800e-17,59.03,
3432,J1915+0227,0.317306,2.99e-16,3.151528,-2.967e-15,192.11,
3433,J1915+0353_P,0.051640,,19.364833,,103.00,
3434,J1915+0411_P,0.724000,,1.381215,,233.90,
3435,J1915+0601_P,0.004010,,249.376559,,151.80,
3436,J1915+0639,0.644140,1.84e-15,1.552457,-4.443e-15,212.32,
3437,J1915+0720_P,0.005690,,175.746924,,122.10,
3438,J1915+0738,1.542707,3.30e-15,0.648211,-1.385e-15,39.04,
3439,J1915+0752,2.058314,1.39e-16,0.485835,-3.281e-17,105.30,
3440,J1915+0832_P,2.710090,,0.368991,,36.20,
3441,J1915+0838,0.342778,1.57e-15,2.917342,-1.338e-14,358.24,
3442,J1915+1009,0.404554,1.53e-14,2.471857,-9.319e-14,241.58,
3443,J1915+1045_P,1.546000,,0.646831,,123.00,
3444,J1915+1145,0.173647,1.53e-17,5.758803,-5.077e-16,337.78,
3445,J1915+1150,0.100041,1.37e-14,9.995906,-1.366e-12,699.83,
3446,J1915+1410,0.297494,4.89e-17,3.361411,-5.530e-16,273.70,
3447,J1915+1606,0.059030,8.62e-18,16.940538,-2.473e-15,168.77,
3448,J1915+1647,1.616231,4.05e-16,0.618723,-1.552e-16,62.57,
3449,J1915+1714_P,2.000940,,0.499765,,57.10,
3450,J1915-11,2.177000,,0.459348,,91.06,
3451,J1916+0740,0.011220,2.00e-20,89.129259,-1.590e-16,219.86,
3452,J1916+0741_P,0.011220,,89.126560,,220.10,
3453,J1916+0748,0.541752,1.07e-14,1.845863,-3.648e-14,304.00,
3454,J1916+07481,0.867880,1.98e-16,1.152232,-2.630e-16,153.60,
3455,J1916+0844,0.439997,2.90e-15,2.272742,-1.498e-14,339.28,
3456,J1916+0852,2.182746,1.31e-14,0.458139,-2.750e-15,295.00,
3457,J1916+0937_P,7.368000,,0.135722,,186.00,
3458,J1916+0951,0.270257,2.52e-15,3.700188,-3.448e-14,60.90,
3459,J1916+1023,1.618339,6.81e-16,0.617918,-2.600e-16,341.80,
3460,J1916+1030,0.628970,3.48e-17,1.589902,-8.790e-17,388.21,
3461,J1916+10305,0.349380,,2.862213,,519.70,
3462,J1916+1142A_,,,,,260.00,
3463,J1916+1142B_,1.188000,,0.841751,,318.00,
3464,J1916+1225,0.227387,2.35e-14,4.397779,-4.536e-13,265.31,
3465,J1916+1244_P,0.163150,,6.129329,,222.90,
3466,J1916+1312,0.281846,3.66e-15,3.548043,-4.607e-14,236.93,
3467,J1916+1428_P,1.123310,,0.890226,,104.60,
3468,J1916+3224,1.137450,3.47e-15,0.879160,-2.682e-15,84.11,
3469,J1916+38,0.514000,,1.945525,,77.00,
3470,J1916-2939,1.248617,1.24e-15,0.800886,-7.980e-16,38.34,
3471,J1917+0543_P,0.005440,,183.823529,,137.40,
3472,J1917+0615_P,0.003968,2.11e-20,252.035220,-1.342e-15,172.47,
3473,J1917+0743,0.813453,4.48e-17,1.229327,-6.778e-17,198.90,
3474,J1917+0834,2.129676,1.75e-14,0.469555,-3.857e-15,29.21,
3475,J1917+08340,2.933000,,0.340948,,101.00,
3476,J1917+0923_P,0.004710,,212.314225,,297.80,
3477,J1917+1046_P,0.087730,,11.398609,,163.10,
3478,J1917+1121_P,0.510310,,1.959593,,303.50,
3479,J1917+1259_P,0.005637,6.55e-21,177.384585,-2.060e-16,117.02,
3480,J1917+1353,0.194637,7.20e-15,5.137770,-1.900e-13,94.58,
3481,J1917+1411_P,0.446460,,2.239842,,123.40,
3482,J1917+1551_P,0.809330,,1.235590,,326.70,
3483,J1917+1556_P,0.002920,,342.465753,,72.00,
3484,J1917+17,0.419600,,2.383222,,40.00,
3485,J1917+1710_P,0.419340,,2.384700,,41.60,
3486,J1917+1737,0.334725,3.24e-16,2.987525,-2.892e-15,208.00,
3487,J1917+2035_P,0.288300,,3.468609,,176.60,
3488,J1917+2224,0.425897,2.86e-15,2.347984,-1.579e-14,134.75,
3489,J1918+0342_P,,,,,174.00,
3490,J1918+0523_P,3.657200,,0.273433,,102.00,
3491,J1918+0621_P,0.002104,5.58e-22,475.356875,-1.260e-16,63.12,
3492,J1918+1311,0.856749,2.26e-15,1.167203,-3.076e-15,244.50,
3493,J1918+1340_P,0.232990,,4.292030,,575.90,
3494,J1918+1444,1.181201,2.12e-13,0.846596,-1.523e-13,27.24,
3495,J1918+1514_P,,,,,134.00,
3496,J1918+1521_P,0.004070,,245.700246,,237.00,
3497,J1918+1536_P,0.109950,,9.095043,,123.70,
3498,J1918+1540_P,0.004280,,233.644860,,271.20,
3499,J1918+1541,0.370883,2.54e-15,2.696268,-1.849e-14,11.50,
3500,J1918+1546,0.003764,,265.662815,,64.64,
3501,J1918+1547_P,0.003760,,265.957447,,64.60,
3502,J1918+26,0.723000,,1.383126,,113.00,
3503,J1918-0642,0.007646,2.57e-20,130.789516,-4.395e-16,26.59,
3504,J1918-1052,0.798693,8.65e-16,1.252046,-1.356e-15,62.70,
3505,J1919+0021,1.272267,7.68e-15,0.785999,-4.742e-15,90.20,
3506,J1919+0126_P,0.001900,,526.315789,,125.20,
3507,J1919+0134,1.603984,5.81e-16,0.623448,-2.260e-16,191.55,
3508,J1919+0727_P,0.866820,,1.153642,,183.60,
3509,J1919+1113_P,0.766000,,1.305483,,288.00,
3510,J1919+1314,0.571400,3.79e-15,1.750088,-1.160e-14,613.40,
3511,J1919+1341_P,0.011660,,85.763293,,394.50,
3512,J1919+1502_P,0.003650,,273.972603,,232.60,
3513,J1919+1527_P,1.371460,,0.729150,,697.50,
3514,J1919+1645,0.562790,2.16e-16,1.776862,-6.823e-16,208.00,
3515,J1919+1745,2.081343,1.71e-15,0.480459,-3.936e-16,142.30,
3516,J1919+23,0.004630,,215.982721,,38.40,
3517,J1919+2621,0.651512,5.46e-16,1.534891,-1.286e-15,96.50,
3518,J1920+0129_P,0.003580,,279.329609,,104.10,
3519,J1920+0941_P,18.286900,,0.054684,,54.20,
3520,J1920+1030_P,0.571020,,1.751252,,389.70,
3521,J1920+1040,2.215802,6.48e-15,0.451304,-1.319e-15,304.00,
3522,J1920+1110,0.509886,1.56e-16,1.961223,-6.000e-16,188.40,
3523,J1920+1340_P,1.525710,,0.655433,,1053.00,
3524,J1920+1515_P,1.602760,,0.623924,,655.50,
3525,J1920+1817_P,1.065400,,0.938615,,256.00,
3526,J1920+2650,0.785522,3.44e-17,1.273039,-5.568e-17,27.71,
3527,J1920-0950,1.037824,3.93e-16,0.963555,-3.647e-16,93.00,
3528,J1921+0137,0.002496,1.94e-20,400.581353,-3.105e-15,104.93,
3529,J1921+0812,0.210650,5.37e-15,4.747200,-1.211e-13,82.82,
3530,J1921+0851_P,0.957000,,1.044932,,101.00,
3531,J1921+0921,0.562302,9.58e-15,1.778403,-3.029e-14,139.50,
3532,J1921+1006_P,3.345000,,0.298954,,362.00,
3533,J1921+1216_P,0.003000,,333.333333,,256.10,
3534,J1921+1227_P,1.598000,,0.625782,,259.00,
3535,J1921+1238_P,2.133950,,0.468615,,139.90,
3536,J1921+1259_P,0.573160,,1.744714,,366.30,
3537,J1921+1329_P,0.408420,,2.448460,,573.50,
3538,J1921+1340_P,4.602940,,0.217252,,754.90,
3539,J1921+1419,0.618188,5.60e-15,1.617632,-1.466e-14,91.64,
3540,J1921+1503_P,5.637710,,0.177377,,479.90,
3541,J1921+1505_P,0.611900,,1.634254,,519.90,
3542,J1921+1544,0.143576,9.80e-16,6.964968,-4.756e-14,385.00,
3543,J1921+1629_P,1.860100,,0.537606,,105.00,
3544,J1921+1630,0.936448,2.23e-14,1.067865,-2.548e-14,194.40,
3545,J1921+1632_P,0.493000,,2.028398,,164.00,
3546,J1921+1652_P,0.003680,,271.739130,,124.10,
3547,J1921+1720_P,0.219870,,4.548142,,217.90,
3548,J1921+1733_P,2.009740,,0.497577,,228.90,
3549,J1921+1808_P,0.005660,,176.678445,,137.90,
3550,J1921+1929,0.002646,3.82e-20,377.880186,-5.454e-15,64.76,
3551,J1921+1948,0.821036,8.96e-16,1.217974,-1.328e-15,153.85,
3552,J1921+2003,0.760681,5.00e-17,1.314611,-8.641e-17,101.00,
3553,J1921+2153,1.337302,1.35e-15,0.747774,-7.539e-16,12.44,
3554,J1921+34,1.451300,,0.689037,,89.00,
3555,J1921-05,2.227590,,0.448916,,80.70,
3556,J1921-0510,0.794254,6.02e-16,1.259043,-9.550e-16,96.60,
3557,J1922+1131,0.562074,2.57e-17,1.779124,-8.135e-17,335.00,
3558,J1922+1511_P,2.357210,,0.424230,,395.00,
3559,J1922+1642_P,0.680590,,1.469313,,215.00,
3560,J1922+1730_P,0.833010,,1.200466,,270.40,
3561,J1922+1733,0.236178,1.34e-14,4.234102,-2.399e-13,234.06,
3562,J1922+2018,1.172763,6.49e-16,0.852687,-4.717e-16,203.31,
3563,J1922+2110,1.077924,8.18e-15,0.927709,-7.040e-15,217.09,
3564,J1922+37,1.920000,,0.520833,,85.00,
3565,J1922+58,0.529623,,1.888136,,53.74,
3566,J1923+1143_P,0.371210,,2.693893,,260.60,
3567,J1923+1521_P,1.048760,,0.953507,,346.00,
3568,J1923+1706,0.547209,4.28e-17,1.827455,-1.430e-16,141.61,
3569,J1923+2022_P,0.037990,,26.322717,,175.30,
3570,J1923+2515,0.003788,9.56e-21,263.980714,-6.658e-16,18.86,
3571,J1923+4243,0.595193,2.53e-15,1.680128,-7.150e-15,52.99,
3572,J1923-0408,1.149269,6.80e-17,0.870118,-5.150e-17,35.00,
3573,J1924+1201_P,0.003180,,314.465409,,99.20,
3574,J1924+1342,0.005721,8.98e-20,174.791990,-2.744e-15,98.35,
3575,J1924+1343_P,0.005720,,174.825175,,98.50,
3576,J1924+1446_P,1.090000,,0.917431,,336.00,
3577,J1924+1509_P,0.239950,,4.167535,,296.60,
3578,J1924+1510_P,0.498630,,2.005495,,115.60,
3579,J1924+1628,0.375082,3.21e-16,2.666082,-2.281e-15,541.70,
3580,J1924+1631,2.935186,3.64e-13,0.340694,-4.227e-14,518.50,
3581,J1924+1639,0.158043,2.56e-15,6.327395,-1.026e-13,208.00,
3582,J1924+1713,0.758433,1.13e-16,1.318508,-1.964e-16,536.80,
3583,J1924+1734_P,,,,,49.00,
3584,J1924+1835_P,0.200980,,4.975619,,282.60,
3585,J1924+1917,1.277942,1.99e-16,0.782508,-1.219e-16,320.30,
3586,J1924+1923_P,0.689240,,1.450873,,386.70,
3587,J1924+1932_P,0.388860,,2.571620,,280.30,
3588,J1924+2027_P,0.001950,,512.820513,,211.70,
3589,J1924+2037_P,0.684800,,1.460280,,82.30,
3590,J1924+2040,0.237790,2.09e-15,4.205389,-3.696e-14,226.60,
3591,J1924+2110_P,0.005040,,198.412698,,93.40,
3592,J1925+1335_P,0.398640,,2.508529,,94.20,
3593,J1925+1532_P,1.655100,,0.604193,,145.90,
3594,J1925+1629_P,0.004110,,243.309002,,214.10,
3595,J1925+1636_P,0.049710,,20.116677,,33.10,
3596,J1925+1720,0.075659,1.05e-14,13.217200,-1.829e-12,222.30,
3597,J1925+19,1.916353,,0.521825,,328.00,
3598,J1925+1934_P,0.345390,,2.895278,,248.10,
3599,J1925-16,3.885800,,0.257347,,88.00,
3600,J1926+0431,1.074080,2.46e-15,0.931029,-2.134e-15,102.24,
3601,J1926+0737,0.318062,3.75e-16,3.144041,-3.707e-15,159.00,
3602,J1926+1434,1.324922,2.19e-16,0.754761,-1.250e-16,211.71,
3603,J1926+1452_P,0.304510,,3.283964,,298.10,
3604,J1926+1614,0.308306,3.35e-17,3.243532,-3.528e-16,24.02,
3605,J1926+1631,0.678367,3.27e-17,1.474129,-7.099e-17,196.73,
3606,J1926+1648,0.579838,1.80e-14,1.724621,-5.352e-14,176.61,
3607,J1926+1803_P,1.034650,,0.966510,,315.50,
3608,J1926+1857_P,0.278730,,3.587701,,424.20,
3609,J1926+1928,1.346012,1.43e-15,0.742935,-7.893e-16,445.00,
3610,J1926+2016,0.299072,3.50e-15,3.343679,-3.914e-14,247.00,
3611,J1926-0652,1.608816,3.91e-16,0.621575,-1.510e-16,85.12,
3612,J1926-1314,4.864284,3.64e-14,0.205580,-1.540e-15,40.83,
3613,J1927+0911,0.290305,6.35e-17,3.444650,-7.540e-16,202.70,
3614,J1927+1126_P,5.889280,,0.169800,,55.20,
3615,J1927+1430_P,0.202880,,4.929022,,207.20,
3616,J1927+1457_P,0.919630,,1.087394,,211.80,
3617,J1927+1849_P,0.312000,,3.205128,,200.00,
3618,J1927+1852,0.482766,1.16e-16,2.071395,-4.981e-16,264.66,
3619,J1927+1856,0.298315,2.24e-15,3.352161,-2.520e-14,97.86,
3620,J1927+1940_P,,,,,347.00,
3621,J1927+2008_P,0.634960,,1.574902,,354.90,
3622,J1927+2234,1.431066,7.71e-16,0.698780,-3.765e-16,186.50,
3623,J1928+1245,0.003022,1.68e-20,330.949795,-1.840e-15,179.23,
3624,J1928+1443,1.010739,2.10e-16,0.989375,-2.056e-16,101.00,
3625,J1928+1458_P,0.002970,,336.700337,,86.20,
3626,J1928+15,0.403000,,2.481390,,242.00,
3627,J1928+1725,0.289838,,3.450199,,135.96,
3628,J1928+1746,0.068736,1.32e-14,14.548485,-2.785e-12,176.69,
3629,J1928+1809_P,0.294460,,3.396047,,431.10,
3630,J1928+1815,0.010549,,94.791222,,346.14,
3631,J1928+1816_P,0.010540,,94.876660,,346.30,
3632,J1928+1839_P,2.260910,,0.442300,,70.00,
3633,J1928+1852,0.792807,7.43e-17,1.261341,-1.182e-16,290.00,
3634,J1928+1902_P,0.005800,,172.413793,,28.90,
3635,J1928+1915_P,0.974350,,1.026325,,201.00,
3636,J1928+1923,0.817330,6.35e-15,1.223496,-9.505e-15,476.40,
3637,J1928+28,1.063000,,0.940734,,79.20,
3638,J1928-0108,2.365714,2.80e-15,0.422705,-5.000e-16,125.80,
3639,J1928-0548,0.028041,1.06e-19,35.662176,-1.342e-16,96.00,
3640,J1929+00,1.166900,,0.856971,,42.95,
3641,J1929+0132,0.006418,8.56e-21,155.806514,-2.078e-16,53.46,
3642,J1929+1259_P,0.002850,,350.877193,,90.90,
3643,J1929+1337_P,0.203320,,4.918355,,282.40,
3644,J1929+1357,0.866927,3.66e-15,1.153500,-4.870e-15,150.70,
3645,J1929+1504_P,0.232780,,4.295902,,91.90,
3646,J1929+1526_P,0.391870,,2.551867,,204.60,
3647,J1929+16,0.529681,,1.887929,,12.00,
3648,J1929+1615_P,0.044600,,22.421525,,308.70,
3649,J1929+1731_P,3.995400,,0.250288,,431.10,
3650,J1929+1844,1.220470,2.36e-15,0.819356,-1.584e-15,112.00,
3651,J1929+19,0.339216,,2.947976,,528.40,
3652,J1929+1937_P,0.563730,,1.773899,,458.10,
3653,J1929+1955,0.257833,2.55e-15,3.878476,-3.840e-14,279.10,
3654,J1929+2121,0.723599,2.14e-15,1.381982,-4.084e-15,66.00,
3655,J1929+2355_P,0.004790,,208.768267,,206.80,
3656,J1929+3817,0.814215,6.10e-16,1.228176,-9.197e-16,93.40,
3657,J1929+62,1.456000,,0.686813,,67.70,
3658,J1929+6630,0.806000,,1.240695,,59.60,
3659,J1930+1316,0.760032,3.66e-15,1.315734,-6.338e-15,207.30,
3660,J1930+1357,0.323562,2.72e-17,3.090600,-2.601e-16,184.80,
3661,J1930+1403_P,0.003209,8.16e-22,311.580024,-7.920e-17,150.49,
3662,J1930+1408,0.425720,1.90e-18,2.348960,-1.048e-17,212.11,
3663,J1930+1708_P,0.002280,,438.596491,,87.20,
3664,J1930+1713_P,,,,,488.90,
3665,J1930+1722,1.609706,8.81e-16,0.621231,-3.399e-16,207.00,
3666,J1930+1852,0.136855,7.51e-13,7.307001,-4.007e-11,307.30,
3667,J1930+2441,0.005767,8.65e-21,173.388147,-2.600e-16,69.57,
3668,J1930+6205,1.456115,1.65e-15,0.686759,-7.801e-16,67.50,
3669,J1930-1852,0.185520,1.80e-17,5.390250,-5.230e-16,42.85,
3670,J1931+1428_P,0.002610,,383.141762,,241.30,
3671,J1931+1439,1.779226,6.33e-15,0.562042,-1.999e-15,243.00,
3672,J1931+1536,0.314359,5.01e-15,3.181079,-5.071e-14,138.04,
3673,J1931+1817,0.234131,1.07e-13,4.271105,-1.959e-12,465.00,
3674,J1931+1841_P,2.594110,,0.385489,,268.80,
